,id,description,title,repin_count
2727,188658671886347247,"Our love for all things crochet will continue straight into 2023 with our Hero from Marvin Ruby leading the way. These cute bags are the perfect, functional size for running errands, brunch dates, and going from day-to-night. Each piece takes 13 hours to craft and are handmade by artisans in Peru with 100% Andean Highland wool, so it’s super soft yet sturdy. And if you’re looking for better-late-than-never gift, this is a delightful option.",This Crocheted Bucket Bag is ShopBAZAAR's Weekly Hero,2
2728,188658671886345025,"Meghann Fahy appears chic as can be in this denim number. BRB, adding more denim to our carts as we type.",Do Denim Like Meghann Fahy,4
2729,188658671886344478,"Happy holidays from the ShopBAZAAR family! Wishing you and your loved ones a wonderful and joyous time—and here's to crossing off all of the items on our wish lists! Harper's BAZAAR, 1943",Happy Holidays From ShopBAZAAR!,4
2730,188658671886342879,Kate Hudson is bundled up in her sherpa coat to brace for the cold. We love the glimpse of red we get from under her jacket.,Kate Hudson Is Our Winter Outfit Goals,7
2731,188658671886342044,Sarah Jessica Parker looks breezy and fabulous in this minimally colored dress. We love how she paired the yellow heels to bring out the yellow in her look.,Sarah Jessica Parker Looks Like a Hamptons Mom in This Chic Dress,25
2732,188658671886341530,"Your holiday look should be unforgettable—with our edit of festive party attire, it will be. From statement gowns to elegant heels to luxury lipsticks to embellished bags, your choices are endless when it comes to planning out an enviable outfit. And when you find that piece that's so perfectly you, you'll look and feel like you're walking on a red carpet. Harper's BAZAAR, 1992",The Best Kind of Holiday Dressing,12
2733,188658671886339660,Zoey Deutch looks like the embodiment of summer in this bright blue dress she wore out.,Zoey Deutch Looks Stunning in This Blue Dress,10
2734,188658671886338844,"Our favorite American-turned-Parisian is back just in time for the holidays, and her style is as colorful and playful as ever. ""Emily in Paris"" has already been binged, and our favorite looks have already been picked out—this yellow one being high on our editors' lists. Shop her look, and check out our new arrivals to prepare yourself for a fashionable New Year.",Here's How to Dress Like Emily In Paris,4
2735,188658671886338224,"Step into the spotlight and kick off 2023 with the dress of your dreams. Don’t know where to start? Go for gorgeous emerald greens that make an impact and stir envy. In our party dressing edit: this stunning cut out dress from Paco Rabanne , sparkling, rose gold matching sets, mesh tops, faux fur coats, hot pink mules, and so much more.",Shop Elegant Gowns and Chic Cocktail Dresses Everyone Will Fall In Love With,9
2736,188658671886335034,"Who says holiday dressing has to involve a dress? A statement trouser can be the start of the perfect festive 'fit, like this feather-trimmed pair from Lapointe. Wear them with a simple top to keep them the center of attention or really make an impact as you enter the party with the matching blouse (which you can find here 😉).",Shop Lapointe For All Of Your Winter Outfit Inspo,2
2737,188658671886334293,"Presenting our latest roundup of the best collections and buzzy brands you need to shop now: colorful pieces and a playful aesthetic from Kitri, relaxed shapes and eclectic designs from Maria Cher, and artful and one-of-a-kind matching sets from Rianna + Nina.",Designers We Love To Upgrade Your Winter Outfits,3
2738,188658671886333608,"You don't have to give up feeling cozy for looking chic this holiday season—festive sweaters and elegant knitwear are the best plus ones to your upcoming soirées and family get-togethers. A simple striped number like this one from Paco Rabanne can be elevated to the nines with the right bottoms and accessories, all while keeping you warm and toasty on your commute back home. Find versatile knits you'll want to bring with you into the new year from our luxurious edit.",Find Chic And Elegant Sweaters For The Holidays,6
2739,188658671886331582,"Welcome to The White Lotus! If you've been as obsessed with this show as we have, then you know each character's style says a lot about their personalities: Daphne is the Hamptons mom who appears ditsy but is calculated and observant underneath her facade. Her choice in vacation attire reflects these characteristics with breezy, bright looks. Shop more White Lotus inspired resortwear here.",How To Dress Like Daphne From The White Lotus,6
2740,188658671886330732,"Welcome to The White Lotus! If you've been as obsessed with this show as we have, then you know each character's style says a lot about their personalities: Portia is the recent grad still trying to find herself. Her choice in vacation attire reflects these characteristics with her chaotic ensembles. We can't deny that her looks weren't iconic—personal thoughts on Portia's outfits aside. Shop more White Lotus inspired resortwear here.",Shop A Portia Inspired Look From The White Lotus,2
2741,188658671886330168,"Welcome to The White Lotus! If you've been as obsessed with this show as we have, then you know each character's style says a lot about their personalities: Tanya is the born-wealthy romantic who heavily cares about appearances. Her choice in vacation attire reflects these characteristics with flamboyant designer pieces. Shop more White Lotus inspired resortwear here.",Shop Tanya's Look From The White Lotus,2
2742,188658671886327901,"Stride into the new year with classic boots you can wear for many years to come. We love a good knee-high, and they're the perfect winter shoe to keep your calves warm without taking away from your personal style. Shop Stella McCartney, Khaite, Marion Parke, Labucq, and more shoe brands here.",Take A Walk In The Chicest Boots for Winter,8
2743,188658671886327270,"The cold weather is inevitable for some of us, so we may as well embrace it and start layering to the extreme. Do so in style with our latest arrivals to prepare you for winter: striped sweaters, fur-lined hats, knit scarves, puffer boots, and more.",You Need Our New Arrivals to Layer in Style,5
2744,188658671886326709,"Lily Collins looks as chic as ever in this long, black overcoat layered over her mini dress and tights. We love a mini for winter, and she is scratching that certain style itch in our brains with this neutral outfit.",Lily Collins Is Chic As Can Be In This Winter Outfit,10
2745,188658671886324913,"Jacquemus is the reigning hero of uniquely shaped bags—and they surely make amazing gifts, don't you think? Shop Jacquemus blazers, dresses, purses, trousers, and more here.",Shop Jacquemus Must-Haves,8
2746,188658671886324112,Emily Ratajkowski looks absolutely gorgeous in this ombré dress and her tie-up gold heels. We're loving this evening outfit.,EmRata Looks Stunning In This Evening Look,2
2747,188658671886320657,"As we wrap up 2022 and plan for 2023, we’re taking cues from our December/January cover and embracing the classics with a modern touch. Clean lines, minimal details, neutral colorways—shop timeless essentials here. Harper's BAZAAR, 2022/2023 Photography by Pieter Hugo Styling by Tony Irvine",THE DECEMBER/JANUARY HARPER'S BAZAAR ISSUE,4
2748,188658671886317797,"With coveted designer Johanna Ortiz, this winter will transform into an endless summer. Instantly refresh your style with wanderlust vibes, attention-grabbing prints, flattering silhouettes, vacation-ready accessories, and breezy fabrics.","Shop Resortwear Icon, Johanna Ortiz, For Your Winter Vacation Needs",2
2749,188658671886317083,"Shop winter-ready dresses so chic that you won't care about the cold. Discover adorable minis from Self Portrait, resortwear midis from Zimmermann, florals from Ulla Johnson, and so much more.",Discover Chic Winter Dresses That'll Make You Forget About the Cold,0
2750,188658671886315022,"Lily Collins looks so extremely chic in her neutral blazer and black platforms. We're always looking for more winter outfit inspiration, and this sophisticated yet insanely cute look is going at the top of our boards.",Lily Collins Is Ruling Winter Fashion,16
2751,188658671886314081,Looking for a last minute gift that they'll definitely love? Consider some new arm candy. A luxury purse and designer bag is the gift they'll use over and over again—they won't even suspect that it was a spur-of-the-moment purchase.,"Shop Mini Bags, Top Handles, Shoulder Bags, Crossbodies & More for the Holidays",4
2752,188658671886313402,"Discover statement pants that will completely transform your winter outfits. Rather than solely sticking with your closet staples due to comfort, mix it up with something that is bound to get compliments, and throw on a pair of patterned pants.",Statement Pants to Refresh Your Winter Wardrobe,4
2753,188658671886311505,"Kickstart the holidays and add a pop of color to your festive 'fits with a fuchsia heel from The Attico. Their signature triangular heel is made even more iconic with this vivid color of the year—this perfect pair will be a wonderful ""plus two"" to any seasonal soirées you plan to attend. You don't want to miss out on these chic mules!",Fall In Love With These Fuchsia Mules Perfect For Party Season,2
2754,188658671886310835,"‘Tis the season for holiday cheer and finding the perfect gifts to give and to get. From the adventurer and homebody to the green goddess, turn to our thoughtful edit for every person on your list. Or better yet, treat yourself. Harper's BAZAAR, 2016, 2019 & 2020 Photography (in order) by Julia Noni, Camilla Akrans & Morelli Brothers Styling (in order) by Elissa Santisi, Patrick Mackie & Miguel Enamorado",Give Your Gifts Based on Their Personality,1
2755,188658671886310270,"Winter is the best season for those of us who proudly call ourselves homebodies—we get to stay in all day and blame the cold for not leaving our couches. However, sometimes we have to go out, but that doesn't mean you should say goodbye to your loungewear. Find luxury and elegant loungewear here that will keep you looking chic and staying cozy, whether you're in bed or at the office.",The Luxury Loungewear You Need as a Winter Homebody,5
2756,91620173664373931,"This style-centric vineyard wedding wowed its guests with the most stunning balance of whites and greens! From the playful parasols to the chic tablescape, see the link in our bio for more classic wedding inspo!",A Style-Centered Keswick Vineyards Wedding That Wows,2
2757,91620173664373930,"This style-centric vineyard wedding wowed its guests with the most stunning balance of whites and greens! From the playful parasols to the chic tablescape, see the link in our bio for more classic wedding inspo!",A Style-Centered Keswick Vineyards Wedding That Wows,2
2786,21181060739821944,"Luminous no matter how you look at it, this globe lamp fills your space with iridescent colors and supercool style. The hand-finished steel base comes with a soft white fabric shade.",Iridescent Globe Table Lamp,7
2789,21181060739821937, ,KoolThing Logo Typography Design,3
2792,21181060739821929,"Shot in 2018. This photo is part of the series Flaming Asia. Inspired by words of love and wishes, attached to the models shirt in vibrant colors. Under the wind, these colorful clothes move like a source of energy representing love and vitality. #fashionphotography #photography #chironduong #fashion #fineart #homedecor #interiordesign Edition of 5 Larger exceptional formats and custom sizes available upon request at contact@theselectsgallery.com.",Brilliant Illusion II by Chiron Duong,3
2846,47639708548561811, ,How To Create A Meadow Garden,6
2855,188658671886306447,"If all-black everything is your vibe, we have the perfect edit for you. This Wednesday Addams inspired category filled with only dark pieces is currently an editor-fave (just like the show). Shop black tulle dresses, black Mary Janes, black platform shoes, black cargo skirts—you get it.",We're Here to Fuel Your All-Black Wardrobe Obsession,5
2856,188658671886305888,"Your winter wardrobe doesn't have to solely consist of heavy knits and fleece-lined leggings (although that does sound extremely cozy). You should still be able to show off your style with pieces you can add layer upon layer to, taking this look as inspiration. Wearing a skirt? Pair it with knee-high boots and socks to keep your calves covered. Wearing a light button-up? Add a blazer on top for elevated warmth.",How to Layer in Winter and Still Look As Stylish As Ever,8
2857,188658671886305386,"Elevate your winter outfits with a chic blazer. Everyone should have a few blazers in their closets, and you can upgrade your collection tenfold with our edit of luxurious pieces. Shop black and oversized from By Malene Birger, green and lustrous from L'Agence, feather detailed from Lapointe, and so much more.",Shop These Blazers to Elevate Your Winter Outfits,5
2858,188658671886303346,"It's party season! The long-awaited festivities are exhilarating for so many reasons—being able to get all dressed up being our favorite. Find the perfect gown or cocktail dress that will take your breath away. Shop pink feather details, lace off-shoulder midis, embellished floor-length gowns, endless sequins, and more.",Gowns & Cocktail Dresses That Will Make Your Holiday Party Outfits Unforgettable,5
2859,188658671886302638,"Just because it's winter doesn't mean you can't bare your legs—you just need a dress that will work to keep you warm. Shop stylish sweater dresses, tweed minis, denim wraps, resort maxis, and more.",These Dresses Are The Perfect Bases For Your Winter Outfit Inspo,6
2860,188658671886302023,These are not the festive holiday sweaters you saw growing up—these embellished knits know how to have a good time and will take you from cozy days to party nights.,Embellished Sweaters Perfect For Your Office Holiday Parties,2
2861,188658671886299929,"Upgrade your jewelry for any occasion you may be attending, whether that's an office holiday party or brunch with the girls. Shop pearl necklaces, sparkling pendants, gold chains, and more.",Looking for a Jewelry Upgrade? Start and End Here,4
2862,188658671886298988,Brighten up your coat collection with a vibrant jacket or colorful blazer to create a fun winter outfit.,Colorful Coats You'll Want for a Vibrant Winter Ahead,7
2863,188658671886298300,"Take the stress out of holiday dressing with our latest edit of bestsellers. Consider this your starter kit for what to wear to every upcoming party: pretty in pink gowns, Cinderella shoes, matching sets, versatile makeup, feathers galore, sparkly bags, outstanding jewelry, and more.",Holiday Dressing for Your Upcoming Festivities,5
2864,188658671886296211,"With our Hero from @302finejewelry, you don’t have to choose, you can have it all. This sculptural cascade of gemstones is a colorful treasure and makes an unforgettable gift, especially if it’s for yourself. Perfect for elevating your everyday style and making special occasions even more special, these charming earrings will give you rainbows year-round, no rain required. See how our editors styled these beauties here.",This ShopBAZAAR Hero Is The Perfect Gift To Give & To Get,0
2865,188658671886295455,"Holiday dressing doesn't have to equate to cocktail dresses and floor-length gowns—a little bit of sparkle and a simple top is perfect for your office holiday party! Shop our edit of luxurious festive pieces from Azeeza, Saint Laurent, The Row, Bottega Veneta, and more.",Don't Know What to Wear to Your Office Holiday Party? We've Got You Covered,5
2866,188658671886294847,"You are the present this holiday season in this little metallic mini from Paco Rabanne. ✨ Take a break from focusing on what to give others, and unwrap yourself a gift that won't ever lose its sparkle. The party guests are sure to be dazzled, and your look will be unforgettable as you make your entrance shining like a disco ball. Shop more pieces to wow them all winter long here.",Mesmerizing Metallic Pieces You Need For Holiday Party Season,2
2867,188658671886291949,"If you're searching for the perfect gift for the hostess in your life (yourself included), look no further than the rainbow of glassware from Estelle Colored Glass. Jewel-toned wine glasses and pastel coupes only start our collection of handblown pieces you can use to upgrade your bar cart for the new year, as they have something for everyone: chic decanters, smokey rock glasses, pristine champagne flutes, exclusive martini sets, and so much more.",Here's What You Need To Upgrade Your Bar Cart Before The Holidays,7
2868,188658671886291251,"As we gear up towards holiday season, your loved ones deserve only the best of the best when it comes to gifting (yourself included). If you're shopping for the fashion lover in your close circle, consider luxury knitwear or a designer jacket—something they'll most definitely use for seasons to come. Shop everything you need here.",Here's What To Buy The Fashion Lover In Your Life For The Holidays,3
2869,188658671886288678,"Yes, your holiday outfit is extremely important, but you can't forget about accessories when you're really trying to wow them. For luxe hats to pearl necklaces to chic sunglasses, shop here!",Don't Forget to Accessorize Your Holiday Party Looks!,5
2870,188658671886288029,"We love a Miu Miu moment, and their latest mini bags in every color are adding up on our holiday gift lists! Shop for your perfect Miu Miu purse (and more) here.",You Need These Miu Miu Must-Haves,5
2871,188658671886287132,"Don't forget to add holiday knits and bright jumpers to your gift list! These festive and oh-so-warm tops will be the perfect companions this winter to keep you stylish and feeling like yourself without shivering every time you leave the house. From the office to the party, you're sure to find cozy comfort in our edit of stand-out sweaters: bright pink and oversized, fur-lined and cropped, crystal-embellished and distressed, and so much more.",Winter Brights You Need to Stand Out in the Snow,6
2872,188658671886285034,"'Tis the season to embrace that aprés ski lifestyle yet again as we enter the snowy winter months. Whether you're actually hitting the slopes or simply want to look the part, you'll need some upgraded cold weather attire that walks the line between sporty and cozy. Shop leather ankle boots, oversized turtlenecks, cashmere scarves, hydrating lipsticks, and shearling coats for a mountain-ready look. Harper's BAZAAR, 2016 Photography by Julia Noni Styling by Elissa Santisi",How to Dress Like You're Headed for the Ski Lodge (Even if You're Not),4
2873,188658671886284334,"She's creepy and she's kooky, and she's taking the fashion world by storm: Wednesday Addams is, once again, a goth style icon. We at ShopBAZAAR are already using Jenna Ortega's rendition of the eldest Addams sibling as our winter outfit inspo—and our holiday lists definitely reflect our newfound obsession! But no matter what your personal style looks like (a.k.a. if you have actual color in your wardrobe), you have to admit that her dark and elegant Rave'N Dance look is absolutely stunning.",How to Dress Like Wednesday Addams at the Rave'N Dance,4
2874,188658671886283586,"Our favorite compromise between edgy and cozy? The forever chic combination of dark leather and light shearling. With this wool-trimmed jacket, Sacai knows how to make you look cool without leaving you out in the cold, making it the ideal piece to throw on when you're wanting something stylish but still on the casual side.",Here Are the Winter Coats You Need to Stay Chic During The Season,3
2875,188658671886280746,"Layer up with multiple sweaters to keep yourself warm this winter. Our knitwear is our most treasured section in our closet this season, and we're always on the look out to add more stunning and cozy pieces. Shop for new winter sweaters here from brands Area, Blumarine, Saint Laurent, Sablyn, and more.",Refresh Your Winter Knits Here,4
2876,188658671886279710,"A simple, feel-good outfit is the perfect look to step out for errands in, and Sofia Richie is chic and effortless in this denim and sweater combo.",Sofia Richie Steps Out In A Casual Fall Look,4
2877,188658671886279034,"A chic jacket can elevate any fall look, whether it's a monochromatic outfit or a maximalist dream. Don't let your coat swallow you this season: find yourself a piece that adds to your aesthetic with our edit of designer coats and luxe jackets. Shop brands like The Great., Saint Laurent, Altuzarra, and more.",Find A Jacket That Adds To Your Look With Our Collection Of Designer Coats & Luxe Blazers,2
2878,188658671886277299,"As a chic and cool person, you should be dressing the part this winter with our new arrivals. From leather tote bags to stiletto boots to oversized blazers, we have everything you need to create an elevated winter outfit.",You Need To Check Out Our New Arrivals For An Elevated Wardrobe,6
2879,188658671886276441,Quinta Brunson is stunning in this mint gown at the LACMA Gala—the black opera gloves matching the black sash tied around her waist? Obsessed!,We're In Love With This Mint Green Gown Quinta Brunson Wore To The LACMA Gala,1
2892,47639708548464356, ,Gardens | Making use of your garden room...,0
2901,47639708548418971,Camping in style,Glamping,36
2905,188658671886275631,Gabrielle Union knows how to keep it lively even in the cold weather with this colorful ensemble. Her striped dress and striking green heels really make her hard to miss—and we don't want to miss her!,Gabrielle Union Is Vibrant In This Chic Striped Dress,1
2906,188658671886273735,"If you're looking for trendy accessories that will also keep you warm and cozy, check out our edit of luxe scarves, knit hats, elbow-length gloves, and more.",Accessorize This Winter With Only The Most Chic Pieces,5
2907,188658671886273069,"Nothing beats an oversized coat in the winter. A layering must-have, this chic closet staple creates a ""model off-duty"" vibe simply by existing, giving you an elevated look no matter what you're wearing underneath. Shop plaid coats, boxy blazers, classic trenches, and more here.",The Oversized Coat: A Winter Must-Have That You Need In Your Closet STAT,6
2908,188658671886272390,"Billie Eilish wore a Gucci set to the LACMA Gala that makes us want to cozy up in bed. Her chic gown with lace-trimmed slits was accompanied by a matching robe and sleeping eye mask, a look that the artist definitely rocked on the carpet.",Billie Eilish Is A Walking Dream In This Pajama Gown By Gucci,2
2909,188658671886270279,"With our latest Hero from @Prada, all eyes will be on you. Whether you plan on carrying it to every party or gifting it to that special someone who deserves it (including yourself), this dazzling bag is perfect for the holiday season. See how our editors styled this soirée-ready accessory for some festive outfit inspiration.",This Dazzling Prada Hero Is The Party Bag Of Your Dreams,5
2910,188658671886269143,"We hope you’re in the mood to party, Sagittarius, because this season, you’re being gifted a burst of energy to prepare for the upcoming festivities! Whether you’re planning the soirée or simply attending it, all eyes will be on you (perhaps even some with romantic intentions). Read more about your sign and season here!",What You Need To Gift The Sagittarius In Your Life For Sagittarius Season!,2
2911,188658671886268534,"Looking for winter basics? Our cozy and chic new arrivals will create a stylish base for the rest of your wardrobe to revolve around. Cashmere sweaters, Chelsea boots, wool coats, classic bags—these are the luxury pieces that will last you a lifetime and will never go out of style. Shop them here.",Fill Out Your Winter Basics Collection With Our New Arrivals,5
2912,188658671886265664,"Florals for winter is nothing new, but Sandra Oh takes the trend to a next level with this stunning gown decorated with hanging petal details. The pastels and greens against the black fabric of the dress creates an eye-catching contrast that we can't help but be envy.",Sandra Oh Wins The Dark Floral Trend For Winter,4
2913,188658671886264942,We're loving this extremely chic hooded dress on Laura Harrier. The silhouette and lack of details is perfect for the incorporation of the head covering—we're absolutely obsessed.,Laura Harrier Looked So Chic At The LACMA Gala In This Hooded Gown,6
2914,188658671886262674,"Something simple and chic is all you need for your winter wardrobe upgrade. Both statement pieces and closet staples alike are on our wishlists this year, and a unique Jacquemus bag with a Miu Miu basic create the perfect winter outfit inspo.",Shop Our Designer New Arrivals to Upgrade Your Winter Outfits,3
2915,188658671886261963,"Upgrade your monochromatic outfit with pops of color from your shoes, accessories, bags, and more to emphasize the stark contrasts. If you're looking for standout sneaks you can wear with almost any look, check out our edit of luxe fashion sneakers and find your match.",Find Your Sneaker Match Here,2
2916,188658671886261002,"Need a new suit for the office? We've got you covered. Need a new suit for going out? We've got that, too. Shop our edit of designer blazers and chic trousers for a stunning corporate chic look from brands like Sacai, Dries Van Noten, Veronica Beard, Jacquemus, and more.",New Suiting For a New Winter You,4
2917,188658671886258624,"Made for the whimsical person in your life, Sylvia Toledano's gold-plated jewelry is the gift that will complete any boho look that simply needs an extra bit of shine. Perfectly stackable cuffs, eye-catching gemstone earrings, large hoops with subtle enamel details—these eccentric pieces will delight anyone who has adopted the cottagecore aesthetic.",The Jewelry Brand For The Bohemian in Your Life,1
2918,188658671886257809,"🚨 PINK ALERT 🚨 Your fuchsia favorites have hit the ShopBAZAAR pages, and they're selling out fast. Pink is the color of the season, after all, and you don't want to miss out on these fresh off the runway statements to complete your fall and winter wardrobes. Shop more Valentino pink here! 💗",Shop Valentino Pink Pieces to Add Some Color to Your Fall Outfits and Winter Wardrobes,2
2919,188658671886257166,"Show your hosts genuine appreciation with an exceptional gift. Quirky pillows, colorful glassware, ultra-cool diffusers, beautiful coffee table books—these are fail-proof crowd pleasers.",Find the Perfect Holiday Gift for the Hostess with the Mostest,2
2920,188658671886254013,"Get a fresh start for holiday season with brand new pieces you're going to love for this fall and winter and many more seasons to come. Whether you're shopping for timeless classics (like a new trench coat) or resurgent trends that perfectly fit into your style (like a pair of flats), you'll fall in love with the pieces our editors have chosen to curate your luxurious and chic wardrobe.",Shop Our New Arrivals for Designer Fall Outfits,1
2921,188658671886253368,"Whether you’re tightening the purse strings or getting ready to splurge with a generous budget this season, we have exactly what you’re looking for. Shop gifts under $100, gifts between $100 and $300, and gifts over $300—from designer clothing to luxe home decor. Harper's BAZAAR, 2019 Photography by Txema Yeste Styling by Joanna Hillman",Shop For Holiday Gifts By Your Price Point,1
2922,188658671886252542,"Just casually laying around, don't mind us. ✨ If you're someone who likes to look as glamorous as possible no matter where you are or what the occasion, you're sure to fall in love with our edit of stunning gowns and festive cocktail dresses, perfect for the season. Even if you're just lounging on the couch, you deserve to wear something that makes you look and feel luxurious.",Holiday Gowns & Cocktail Dresses Perfect for the Festivities,4
2923,188658671886250048,"You can take your favorite breezy dresses straight into the winter—just add pants. Not only does this combination guarantee warmth, but it also gives your style a je ne sais quoi flair. If you’re new to this look, first try with your go-to denim. Then take it up a notch with contrasting colors and patterns. But of course, matching sets are your best bet.",Here's How to Layer a Dress Over Pants,2
2924,188658671886249537,"Quite possibly the chicest piece you can have in your wardrobe is an oversized blazer, perfect for those chilly fall days running errands or heading into the office. Shop Valentino, The Row, Sacai, Loulou Studio, and so many more coveted designers you'll want in your wardrobe.",Chic Blazers You'll Want In Your Fall Outfit Rotation Immediately,2
2925,188658671886248775,"Terry cloth never looked better, thanks to editor-founded label Alice Pearl. Inspired by the ‘80s, these new playsuits are perfect for all your warm-weather escapes. And when something’s this good, you’ll want to buy it in every color.",Beachy Loungewear You'll Want to Wear Year-Round,2
2926,188658671886246577,Addison Rae is casual and cool in her baggy track pants and oversized jacket. We love this lounging look.,Addison Rae is Effortlessly Cool,3
2927,188658671886245903,Be daring with your fall and winter outfits and show a bit of skin even when the temperature drops. It'll be the unexpected statement piece that can easily be covered with a coat when stepping outside.,Shop for Fall Outfits and Upgraded Fashion With Our New Arrivals,4
2928,188658671886245342,"A cozy blanket is the gift that never stops giving—not only will it keep you warm on those especially cold days, but one as pretty as this from Olivia Wendel also makes a great wall hanging. No matter the recipient, you're sure to get a good reaction as they open their present and see a chic, comforting quilt.",Home Décor for the Holidays,2
2929,188658671886243306,A pop of color—no matter how you add it in—is a surefire way to have a winning fall outfit.,The Pieces to Add to Your Fall Wardrobe Are Here,4
2955,21181060739780593, ,YEAH!!!,95
2957,21181060739753871,"This new Love is in the air Poster is an original design by Moshik Nadav based on the new Lingerie XO Typeface. The color combination will bring your walls passion to create and lots of inspiration.The poster is 100% original work by Moshik Nadav Typography.The poster printed on a super fine matte paper.For custom requests, Please contact us.*We deliver the poster in a tube - unframed.",Love is in the air poster - 8.5 x 11 (21x29.7 cm),5
2978,21181060739696164, ,Smart Idea: Colourful Swimming Pool,4
2997,47639708548297807, ,How to Style Shelves: 6 Ideas to Get you Started,2
2999,47639708548297789, ,Pin on outdoors,1
3055,188658671886242634,Carey Mulligan dripping in silver crystals is literally our go-to holiday party inspiration.,Carey Mulligan Looks Like a Star at the LACMA Gala,4
3056,188658671886242060,"Before you leave the house, do a once-over in the mirror: are you glittering from head to toe? This festive season has us in the mood to sparkle, and we can't do that without piling on the jewelry. Minimalism has its time and place, but maximalist layering and stacking is all we're seeing for the holidays and we couldn't be happier. Discover gold chains, pearl earrings, diamond necklaces, silver bracelets, and more hidden gems to add to your jewelry box.",Must-Have Jewelry as Gifts for Them or Yourself,3
3057,188658671886239219,"Mini dresses are definitely part of our fall attire, and nothing can change our minds. They're the perfect layerable pieces and are wonders when transitioning from day to night—we can't get enough.",Shop Must-Have Mini Dresses for Fall,12
3058,188658671886232512,"Meet the perfect clutch that you'll want to bring with you to every upcoming holiday party and event. Cult Gaia never fails to ✨ wow ✨ us, and this pretty-in-pink little bag has made its way onto our must-haves list for the season. Pair it with a sleek black suit for a pop of color or a Barbiecore dress to emphasize the aesthetic—you can't go wrong.",Prepare to Fall in Love with This Cult Gaia Clutch,6
3059,188658671886230639,"Elevate basically and outfit with a pair of sleek loafers. They're a fall staple, and they're being seen everywhere—it's no surprise as to why.",Loafers Are the Must-Have Shoes of the Year,3
3060,188658671886229721,"Keep yourself warm without giving up your style with our edit of chic and luxurious outerwear. From brands like Khaite, JW Anderson, LA Collection, Mugler, and more, find your new go-to jacket.",These Coats Will Keep You Warm Without Sacrificing Your Style,2
3061,188658671886229103,"Party season calls for glimmering jewelry that catches the light no matter where you're standing to ensure you're always being admired. Enjoy gold gemstone necklaces, huggie pearl earrings, birthstone pendants, silver and diamond cuffs, and more joy-inducing body decorations to prepare for those holiday invites to come—maybe even get a start on shopping for someone else, too.",Glimmering Jewelry to Make You Sparkle From Head to Toe,4
3062,188658671886224574,Sydney Sweeney looks like an absolute doll in this pink ballerina dress at the LACMA Gala. We're loving all of the cocktail dresses and gowns we're seeing on the red carpet.,Sydney Sweeney in Ballerinacore,5
3063,188658671886224017,Lindsay Lohan is a glowing goddess on the streets of NYC in this bright number. We're loving her comeback and can't wait to see what other outfits she has in store for our viewing pleasure.,Lindsay Lohan is A Bright Beauty,0
3064,188658671886223445,"The evening has just begun, and you're about to prove to all party-goers in attendance that you're the host with the most in this stunning emerald green gown from Jaline. Sound like something you desire? All holiday season, our editors are curating the most elegant festive edit of jewel-toned dresses, stunning suits, crystal-embellished heels, satin purses, and so much more—no matter how many soirées you throw or celebrations you attend, you'll only ever be dressed to the nines.",Dresses You Can Add to Your Holiday Outfit Wardrobe,2
3065,188658671886217071,"If you're looking to transform your closet into something elevated and sophisticated, you've come to the right place. Shop high-quality basics, classics pieces you'll have for years, relaxed fits, and more.",Coveted Clothing To Add To Your Fall Outfit Rotation,5
3066,188658671886216567,"The Miu Miu skirt, the white knee-high boots, the scarf tied around her neck—Olivia Culpo looks like a bright fall day in this NYC street style outfit, and we're loving it.",Olivia Culpo is a Fall Fashion Gem in This Street Style Look,6
3067,188658671886215620,"It's officially party season! Become the best dressed everything with our collection of unforgettable dresses, head-turning shoes, glittering bags, chic hair accessories, and more. There's something for everyone, so whether you're a minimalist or prefer full-blast glam, you'll find the perfect pieces.",Holiday Dressing For Festive Parties,3
3068,188658671886213035,A top-heavy outfit thanks to a boxy leather jacket is something we can definitely get behind for fall. Shop outerwear and jackets here.,"Blazers, Jackets, and Coats You Need in Your Life",4
3069,188658671886212354,"Maximalism is all the rage, and Aurora Culpo is winning the game with this look heavy on different textures and luxe fabrics.",Aurora Culpo is a Maximalist Queen in This Texture-Heavy Outfit,2
3070,188658671886211435,"There's an art to planning out the perfect table setting, and this masterpiece from La DoubleJ needs to be seen. Whether you're holding a dinner party for the first time or you're a seasoned hostess, you want your tablescape to captivate and awe your guests (who only deserve the best), which La DoubleJ excels at. Shop printed dessert plates, maximalist cups and saucers, jewel-toned glasses, and even patterned aprons to keep you chic and clean at the same time.",The Home Décor Brand You Need to Know Now,2
3071,188658671886209752,"Crop top season isn't just for summer, didn't you know? It's a year-round trend, and one that we're happy sticking with (as long as we have our jackets to keep us warm).",Shop The Tops You'll Want to Add to Cart ASAP,4
3072,188658671886208943,"It's not newsworthy that we adore denim, and Miss Sophia Culpo looked like a chic vision in her neutral fit paired with a jean trench.",Sophia Culpo Looks Endlessly Chic in Her Denim Trench Coat,4
3073,188658671886207813,"Name something better than a chic, cozy sweater in the fall. Go ahead, we'll wait... 🤨⏳ If you can't come up with anything better, you're going to love our warm, knitted additions that will last you for many cold seasons ahead. Shop yellow cashmere crewnecks, monogram cardigans, black crop tops, striped turtlenecks, and more here.",Knitwear and Sweaters You'll Add to Cart ASAP,1
3074,188658671886205703,"Follow Julia Garner's lead in beauty this season with a dramatic eye and bold lip before you head to your holiday parties, winter weddings, and miscellaneous festive activities.",Julia Garner Stuns in This Red Lip at the LACMA Gala,0
